Item_Identifier	Outlet_Identifier	Item_Outlet_Sales
FDG50	OUT019	1479.582298
FDW20	OUT045	1961.469113
NCO55	OUT049	1349.493947
FDX48	OUT046	2378.104704
FDU48	OUT046	1882.024322
FDR48	OUT019	1571.33307
FDK27	OUT013	2392.43049
FDT35	OUT013	2814.266855
FDN12	OUT049	1397.818242
NCE31	OUT019	-645.9846692
FDL21	OUT017	806.6124942
FDV56	OUT017	1800.238835
FDR16	OUT017	3100.14217
NCP41	OUT049	1663.237955
FDJ27	OUT013	1644.575129
FDA07	OUT017	1984.938221
FDK55	OUT049	1308.284315
FDM33	OUT049	3094.569683
FDY46	OUT046	2758.792136
FDD36	OUT046	1807.312401
FDB12	OUT027	1749.693985
FDF28	OUT019	1951.126613
NCE07	OUT019	2331.101495
FDW50	OUT027	2783.349546
NCW18	OUT017	3545.790604
NCJ17	OUT019	374.7171736
DRZ24	OUT010	1683.180314
FDS07	OUT035	1949.5786
NCW05	OUT010	985.4622583
FDZ22	OUT018	1375.413847
FDK02	OUT046	1905.907818
FDZ45	OUT027	3598.520199
FDL25	OUT046	1007.471406
FDS08	OUT045	2680.705497
NCZ42	OUT027	4155.26602
FDX57	OUT035	1533.106218
FDF21	OUT046	2848.121166
FDJ56	OUT018	1014.932666
FDX10	OUT013	639.8143723
DRG48	OUT035	2365.875486
DRN37	OUT046	2259.407655
NCY41	OUT018	480.719557
FDN28	OUT045	1749.915732
FDE34	OUT045	2544.443053
FDR10	OUT045	2678.134893
FDC32	OUT017	1130.524376
DRG13	OUT046	2455.376314
FDP59	OUT049	1496.484771
NCT53	OUT010	2640.174411
FDL57	OUT027	4334.027832
FDN32	OUT010	3155.693303
FDK09	OUT018	3407.870111
FDA52	OUT010	2312.650222
FDC57	OUT049	2879.672485
FDI09	OUT035	3388.216134
NCB07	OUT046	2799.496173
FDP26	OUT035	1168.780509
FDP40	OUT027	2213.584404
FDL15	OUT013	2665.225804
FDV07	OUT046	1805.144183
FDS03	OUT017	802.1323409
FDE50	OUT049	2932.724925
FDQ15	OUT017	767.9877467
FDQ33	OUT010	2073.251942
FDT22	OUT013	940.5006469
DRO35	OUT035	1831.591441
FDJ41	OUT049	4025.324623
FDQ27	OUT035	1690.358137
FDC26	OUT017	1328.820411
NCF43	OUT027	2763.833412
NCR50	OUT035	2476.85228
FDE39	OUT018	1986.33974
FDN49	OUT027	710.2012751
DRG11	OUT035	1477.987531
NCA18	OUT049	1627.93177
FDM36	OUT018	2771.798216
FDW32	OUT017	1115.891706
NCQ18	OUT010	947.2205414
FDX14	OUT027	1403.588144
FDD46	OUT017	1893.891269
FDI34	OUT019	3246.017938
NCJ17	OUT035	834.1769419
FDB52	OUT035	4020.470022
FDV55	OUT018	2260.888002
FDC57	OUT046	2877.441293
FDB29	OUT046	1703.552012
NCO43	OUT035	1525.547167
FDG44	OUT045	570.6352371
FDJ34	OUT045	1821.88265
FDH40	OUT049	1063.515595
NCD07	OUT027	2043.128916
FDB41	OUT017	485.3939567
FDH47	OUT018	1278.314514
DRK37	OUT035	2928.093136
FDM25	OUT019	2569.669075
NCX06	OUT045	2942.081283
NCS05	OUT017	2103.941214
FDS39	OUT045	2307.77404
FDC47	OUT027	3552.809989
FDG20	OUT013	2820.945424
DRL23	OUT017	1701.11541
FDY33	OUT013	2635.105484
NCH18	OUT045	3787.617624
FDX47	OUT035	2515.637477
NCB06	OUT045	2292.282555
FDP36	OUT049	898.5271381
FDW44	OUT018	2881.178982
NCU41	OUT018	3020.846421
NCS17	OUT046	1206.208826
FDD46	OUT035	1980.671513
FDE45	OUT017	2712.411711
FDI09	OUT017	3343.734903
NCJ54	OUT010	3606.667245
NCA29	OUT018	2835.735458
NCN41	OUT027	2225.306925
FDY34	OUT035	2748.506509
NCG55	OUT035	1789.931421
DRM49	OUT046	190.4349388
NCB42	OUT049	1805.860364
FDE58	OUT045	1762.642102
DRJ25	OUT013	652.3917574
FDS47	OUT010	808.485959
FDY21	OUT049	2372.889268
NCI54	OUT013	2098.225259
FDO24	OUT017	1822.417804
FDY43	OUT035	2357.923669
FDF35	OUT018	1263.000059
NCP29	OUT019	342.1750077
FDN28	OUT027	2071.752402
FDJ50	OUT018	995.4370721
FDQ14	OUT027	2620.10936
FDC37	OUT035	1693.58466
FDN08	OUT046	1618.916583
FDD04	OUT035	2360.939104
FDW34	OUT018	3913.539368
FDP04	OUT017	1075.556487
NCG07	OUT017	2818.708596
NCN14	OUT018	2728.695041
FDJ16	OUT045	594.0765927
NCM42	OUT045	1764.362441
NCF19	OUT046	687.0350011
FDY21	OUT018	2578.360747
FDY19	OUT035	1774.559789
FDV09	OUT045	2424.806889
FDA28	OUT013	2551.624569
FDC38	OUT018	1810.741201
FDL28	OUT045	3573.269273
NCH43	OUT049	3123.147605
NCN53	OUT045	593.696001
NCW05	OUT017	1152.891914
NCO30	OUT018	3082.213011
FDT04	OUT019	-24.7394927
FDB27	OUT018	3097.854041
NCK07	OUT013	2896.025289
NCA53	OUT013	1275.110146
FDB33	OUT018	2691.559873
FDU37	OUT017	987.793438
FDR13	OUT035	1908.591578
FDE45	OUT049	2640.54752
FDV37	OUT017	2887.288045
FDX44	OUT019	1276.11232
NCL06	OUT017	3875.906929
FDJ28	OUT045	3049.4806
FDX55	OUT049	3204.216643
NCK17	OUT018	742.314737
FDH52	OUT035	1020.474731
FDN13	OUT027	1452.742069
FDK44	OUT018	2407.280124
FDU16	OUT046	1159.931875
FDZ07	OUT017	722.6126459
NCN06	OUT027	2581.773996
FDH02	OUT010	1740.746843
NCW18	OUT045	3840.895515
FDH57	OUT013	2388.051791
FDV35	OUT045	2028.476114
NCU29	OUT013	2670.652824
NCP02	OUT046	797.9380185
FDN44	OUT013	2921.642705
FDX03	OUT018	768.2194836
FDR11	OUT010	1911.383485
FDA36	OUT046	2923.465388
FDP58	OUT027	3339.424426
FDH31	OUT045	1688.411719
FDH34	OUT035	2943.320901
FDS13	OUT035	3732.07047
FDT01	OUT018	3658.67953
FDY09	OUT049	2672.063048
FDV33	OUT027	4506.608089
NCW29	OUT010	2182.176989
NCN17	OUT045	1750.033416
FDX01	OUT046	1798.987907
FDL03	OUT049	3163.24812
DRL59	OUT049	794.6139016
DRM11	OUT027	4328.602936
FDA43	OUT049	2831.004421
FDZ56	OUT010	2840.357462
FDI44	OUT018	1039.355401
FDB50	OUT013	1085.819222
FDU15	OUT019	615.4752102
NCJ19	OUT019	1084.173553
FDD48	OUT013	2182.717092
NCW42	OUT035	3341.246055
FDL24	OUT017	2800.186318
NCB30	OUT013	3479.165805
FDK25	OUT013	2547.770628
FDW28	OUT049	2694.108376
FDD47	OUT017	2259.654484
FDK16	OUT019	780.8702783
FDW37	OUT046	957.7530844
FDA48	OUT035	3099.869452
FDA14	OUT017	2114.736013
FDV15	OUT013	1478.479957
FDN22	OUT049	3438.394593
NCD55	OUT045	718.5541908
FDY43	OUT013	2701.615104
NCU05	OUT017	1115.821775
FDF10	OUT035	1854.26923
FDR39	OUT018	2758.12618
FDG40	OUT013	864.9289533
FDZ28	OUT019	1867.572176
FDE02	OUT045	1126.595667
FDU60	OUT049	2474.70238
FDM21	OUT013	4230.054848
FDV52	OUT019	1175.149999
NCW06	OUT013	3278.192427
FDX36	OUT035	3192.384757
FDT35	OUT027	2901.009914
NCL19	OUT010	2611.412833
NCD31	OUT046	2564.843885
FDE53	OUT019	1665.64325
FDW58	OUT019	1800.095294
DRF48	OUT046	2995.051438
FDW57	OUT035	2481.931303
DRH13	OUT017	1689.48998
FDT33	OUT013	3067.792345
DRK47	OUT027	3787.244792
FDY22	OUT010	1542.292513
FDC35	OUT019	2515.204654
FDO03	OUT013	4146.78379
FDF24	OUT045	1410.091488
FDF56	OUT018	2632.139112
FDD28	OUT013	1182.703049
FDG53	OUT027	2547.333336
FDO27	OUT019	442.6229798
NCF54	OUT018	2727.809526
FDC20	OUT027	1289.975595
FDU10	OUT046	549.2492087
DRA24	OUT018	2711.344632
FDA02	OUT010	2509.122137
FDG10	OUT017	1054.007739
FDW39	OUT010	3256.189851
FDP04	OUT019	1095.57639
NCM55	OUT013	3106.970643
FDG47	OUT045	3932.130364
NCU41	OUT017	2876.375891
NCK31	OUT017	815.1454339
FDZ46	OUT045	1596.492476
FDU13	OUT027	2052.87751
NCF19	OUT045	803.6292764
NCJ43	OUT013	3095.940138
NCJ05	OUT045	2361.486558
FDS04	OUT027	2147.506542
FDX28	OUT010	1968.842096
FDB41	OUT027	917.8173713
FDG53	OUT046	2080.254243
FDL15	OUT010	2426.778555
FDQ08	OUT049	985.2262204
DRN36	OUT013	1807.006961
FDI46	OUT013	4136.083657
FDG16	OUT027	3485.849713
FDV32	OUT013	1118.226374
FDF44	OUT010	2111.452447
FDK04	OUT018	933.6669233
NCA41	OUT013	3377.271674
FDD51	OUT017	290.9295083
NCZ53	OUT045	3013.473163
FDP01	OUT027	2706.62934
FDY25	OUT049	2868.398848
FDB17	OUT018	2911.340076
NCV54	OUT018	1988.077809
FDJ32	OUT017	858.8917404
FDA37	OUT049	1832.101303
FDG35	OUT035	2873.896333
NCM05	OUT018	4166.263123
FDG45	OUT046	3389.040821
FDH28	OUT013	725.0720188
NCE18	OUT049	3918.437089
FDH38	OUT045	1978.063983
FDR56	OUT013	3240.895534
FDH17	OUT027	2044.306407
FDD39	OUT049	3131.452683
FDB41	OUT049	433.2058415
NCR53	OUT046	2932.597247
FDX46	OUT017	851.1124208
FDV28	OUT049	671.4656862
FDA08	OUT018	2708.045853
FDH45	OUT017	398.5659365
NCS38	OUT010	1525.149853
FDD40	OUT010	3362.62681
DRM59	OUT035	2542.048662
NCJ43	OUT018	3009.741866
NCN29	OUT013	1293.227221
NCC19	OUT045	2754.22703
FDR56	OUT035	2856.755315
FDZ43	OUT049	3646.891532
FDJ32	OUT010	952.3614716
DRH03	OUT017	1402.750087
NCZ54	OUT035	2341.013126
FDE26	OUT017	2012.365902
FDS03	OUT045	837.3284189
DRZ24	OUT019	1450.734387
FDO48	OUT027	3931.929694
FDW39	OUT049	2696.34583
NCK05	OUT049	1006.959214
NCK30	OUT017	3815.060158
FDT27	OUT018	3705.351649
FDS08	OUT019	2537.696468
NCJ19	OUT049	396.6478596
FDC58	OUT045	855.6241639
DRE37	OUT013	3036.917212
FDW02	OUT035	2064.251604
FDJ02	OUT010	2596.501952
FDX09	OUT045	2660.751691
FDT31	OUT010	3217.160293
FDI24	OUT049	2476.477048
FDY09	OUT045	2914.199639
FDV28	OUT045	110.6094673
DRM47	OUT049	2848.201071
FDT52	OUT019	3754.740801
FDI48	OUT018	938.5620856
FDY55	OUT017	3757.869964
FDU48	OUT013	2312.477008
FDN25	OUT045	865.0378097
FDP20	OUT049	1812.040242
FDJ15	OUT013	3382.060463
FDD04	OUT018	2059.107096
FDY58	OUT045	3586.057264
FDR37	OUT018	2906.081203
FDF44	OUT013	2363.217646
FDD32	OUT045	1357.930135
FDR57	OUT017	2543.643669
DRG39	OUT027	1206.478277
FDX15	OUT017	1910.600004
DRN37	OUT045	2349.022214
FDW40	OUT027	2820.749391
FDB32	OUT049	1388.598901
FDM40	OUT018	1813.802361
FDE39	OUT027	2265.025117
DRH49	OUT017	1285.742192
FDT46	OUT049	687.5951946
NCF06	OUT035	4091.902772
FDP07	OUT017	2777.092942
FDC04	OUT013	4057.880866
FDZ32	OUT017	1655.990899
FDD50	OUT045	2199.770446
FDU56	OUT017	2801.829414
FDV34	OUT017	1277.124936
NCY41	OUT013	757.0616117
NCK18	OUT046	2623.657626
DRH25	OUT049	787.2456485
FDT57	OUT046	3689.704228
FDV56	OUT018	1946.001538
FDV12	OUT045	1500.543527
FDN52	OUT017	1013.742411
FDX38	OUT035	784.0137507
FDE47	OUT018	2011.459427
NCO07	OUT013	3771.693306
FDV09	OUT027	2789.259419
FDZ23	OUT019	2649.372765
DRH51	OUT018	1213.931412
NCY54	OUT045	2095.173489
DRG49	OUT013	4065.835786
NCC19	OUT049	2637.010496
NCV53	OUT045	3861.154299
FDZ47	OUT019	1850.557902
NCO26	OUT018	1727.766711
NCP02	OUT045	947.1120695
NCW30	OUT018	4276.603931
NCN55	OUT046	3562.904904
FDB20	OUT010	1208.862281
DRL11	OUT013	2755.175975
DRD60	OUT045	2842.219946
FDW14	OUT010	1846.912994
FDL27	OUT010	1356.736296
FDU09	OUT018	933.3548074
DRH36	OUT027	1559.675873
FDP34	OUT027	2381.841348
FDE04	OUT017	2885.19126
FDZ57	OUT027	2481.15893
FDF02	OUT010	1264.302148
FDG28	OUT045	3868.82074
NCI31	OUT046	601.1339976
FDT43	OUT013	1221.496114
FDU20	OUT046	1927.484144
FDD53	OUT013	1180.107351
FDW15	OUT045	2335.747613
NCT53	OUT045	2519.223128
NCG55	OUT027	2154.680211
FDD48	OUT035	1814.327966
FDG47	OUT049	3844.411944
FDI21	OUT017	956.1305698
FDT27	OUT017	3549.8728
DRO35	OUT013	2184.438145
FDD33	OUT017	3755.568601
FDC04	OUT035	3740.780993
FDY34	OUT013	3104.398542
DRJ49	OUT049	1987.347796
FDE05	OUT049	2222.445167
FDU31	OUT017	3502.625591
NCN19	OUT027	3416.474049
FDK56	OUT027	2864.464006
FDK58	OUT017	1613.711635
NCJ42	OUT035	1679.842894
FDZ34	OUT027	3204.618214
FDA52	OUT018	3076.235432
NCR29	OUT013	1157.616984
FDT48	OUT035	3288.939727
DRJ51	OUT019	3102.66097
NCS54	OUT046	2786.122908
FDV01	OUT035	2267.671653
DRG51	OUT027	3033.121464
NCG42	OUT013	2377.629044
FDA51	OUT049	1215.15558
FDV19	OUT010	2698.984319
NCT18	OUT045	2754.832089
NCS41	OUT045	2822.096138
FDO03	OUT046	3538.335714
FDL12	OUT010	545.4049692
FDY37	OUT010	2507.459127
FDI58	OUT049	1263.052731
FDT28	OUT018	2317.884527
NCC42	OUT010	2222.158365
FDO01	OUT017	2117.180786
FDJ02	OUT013	2759.863004
FDQ04	OUT018	570.8206992
DRL47	OUT013	2294.257578
FDZ32	OUT035	1741.719312
FDC35	OUT035	2866.113882
FDX14	OUT045	995.2982867
FDZ35	OUT013	2122.572594
FDL14	OUT013	2883.553962
FDO04	OUT049	780.1334233
DRK11	OUT017	2424.018218
FDB44	OUT018	3493.209539
FDZ50	OUT049	2652.506469
FDI12	OUT027	1565.824272
FDU43	OUT017	3627.847341
FDD58	OUT010	1501.848552
FDB27	OUT017	2933.139567
FDB04	OUT018	1415.77983
NCO17	OUT013	2370.163554
FDL12	OUT017	571.0967406
DRJ13	OUT049	2272.200211
FDD57	OUT045	1583.911582
FDW19	OUT035	1796.723459
DRD27	OUT018	1720.608822
FDH27	OUT027	2546.377326
NCW30	OUT027	4537.107962
FDR40	OUT018	1565.777654
FDG05	OUT013	2655.887546
NCY41	OUT019	177.670243
FDI38	OUT018	3495.729555
FDR20	OUT046	683.677451
FDE09	OUT017	1737.868566
FDN50	OUT019	1554.960995
DRF27	OUT045	2434.704704
DRF51	OUT013	383.4055438
NCO02	OUT019	700.5200313
FDB51	OUT027	1340.533645
FDJ50	OUT013	1255.075447
FDN52	OUT013	1358.51062
FDX14	OUT013	1385.794582
FDT27	OUT019	3421.240322
FDV10	OUT013	955.8490343
FDU33	OUT046	269.0298057
FDU58	OUT046	2923.556991
NCP42	OUT027	3501.788771
FDL51	OUT027	3736.368576
DRH15	OUT027	774.0908514
FDU16	OUT017	1269.460434
FDW15	OUT017	2282.270632
FDQ44	OUT045	1914.651817
NCI06	OUT027	3135.815529
DRK23	OUT019	3594.74001
FDC28	OUT035	1636.848725
NCY17	OUT019	868.7378966
NCV05	OUT018	2538.362493
FDM34	OUT019	1754.053802
DRD60	OUT027	3224.461627
FDT38	OUT046	1151.567209
FDQ57	OUT018	2418.043792
FDE59	OUT027	826.8036349
NCM43	OUT046	2525.49371
DRI51	OUT049	2517.078864
NCG30	OUT017	1566.866073
NCK54	OUT035	1818.578557
FDQ16	OUT019	1591.436159
FDI36	OUT013	3393.085161
FDX16	OUT027	2570.129237
FDA34	OUT046	2712.35874
FDJ48	OUT018	3888.300225
FDU47	OUT035	1898.228437
FDS39	OUT046	2205.06804
FDD11	OUT046	3850.344516
FDM16	OUT027	1617.884137
FDU56	OUT018	2921.36012
FDQ32	OUT017	1894.302224
DRK35	OUT013	827.6353295
FDA58	OUT049	3246.358768
DRG48	OUT019	2328.006174
FDT59	OUT010	3887.031861
FDQ31	OUT019	1268.271134
FDS51	OUT018	1117.152293
FDW32	OUT027	1564.131734
FDI15	OUT027	4045.944994
NCV30	OUT017	795.6444842
DRG25	OUT049	2883.83892
FDT02	OUT013	931.7239889
FDO33	OUT027	1931.459516
FDP38	OUT035	820.0196296
FDZ45	OUT035	2946.071685
NCA54	OUT027	3184.514184
FDU33	OUT017	330.0242644
FDN58	OUT017	3589.028098
FDI05	OUT045	890.2365058
FDM57	OUT019	988.1820073
NCS42	OUT027	1635.472778
FDB57	OUT045	3612.166074
FDC03	OUT045	3004.890157
FDZ58	OUT013	2159.685682
NCK29	OUT045	1586.862317
NCR53	OUT045	3052.893633
FDE26	OUT027	2420.101525
FDU52	OUT049	2182.639783
FDE41	OUT027	1644.211732
FDU38	OUT018	2872.647425
FDA52	OUT017	2381.295063
FDW46	OUT046	860.167202
DRI59	OUT035	3664.997513
FDT38	OUT035	1226.006214
FDL33	OUT018	2912.171613
FDQ01	OUT027	3862.14396
FDJ08	OUT046	2565.836009
FDQ47	OUT049	-37.59882139
NCZ18	OUT013	3649.972965
FDE29	OUT017	449.4182335
FDF10	OUT027	2225.549512
FDC48	OUT049	1281.2854
FDY58	OUT013	3909.235106
NCX30	OUT010	4239.618866
FDV11	OUT013	2999.282364
FDT46	OUT046	705.4251459
DRD01	OUT019	681.9822165
FDQ11	OUT013	4306.863454
NCM41	OUT017	1403.066446
NCC55	OUT013	813.8464361
FDG45	OUT027	3322.445803
NCQ54	OUT049	2645.931818
FDM34	OUT045	1896.536201
FDD17	OUT019	3654.53988
FDN38	OUT027	4111.928374
FDB53	OUT018	2580.921423
NCL06	OUT035	3925.162032
NCV18	OUT019	691.0432006
FDX25	OUT013	3348.84584
FDB39	OUT046	763.8078982
FDC33	OUT049	2901.050482
NCO14	OUT018	840.689395
FDA58	OUT027	3786.335879
NCQ02	OUT017	2993.930728
NCR53	OUT017	3027.559282
FDN52	OUT046	952.6711352
FDG26	OUT046	3864.290944
FDE23	OUT027	1116.085887
DRI37	OUT013	968.4130575
DRH37	OUT018	2666.594831
FDO01	OUT035	2120.029016
FDK45	OUT049	1672.225533
FDP23	OUT049	3287.024923
FDM33	OUT035	3198.134324
FDD36	OUT017	1895.969647
FDL56	OUT017	903.4457277
FDT27	OUT010	3643.477189
FDG52	OUT017	526.9015807
NCL42	OUT035	3769.401632
DRJ24	OUT046	2470.779123
FDV38	OUT046	438.7782811
FDT35	OUT045	2534.128303
FDY51	OUT045	3238.082738
FDC37	OUT017	1623.543916
NCP43	OUT013	3203.264606
FDO33	OUT045	1536.91649
FDW04	OUT018	2140.992754
NCC31	OUT046	2401.174446
FDK22	OUT049	3303.52511
FDJ50	OUT017	888.5064079
FDV13	OUT017	1459.027759
DRL60	OUT017	2377.92647
FDW03	OUT017	1722.587698
FDY27	OUT035	2797.267867
FDB39	OUT027	1219.581031
FDU59	OUT045	2303.161247
FDZ57	OUT049	2138.917512
FDO21	OUT049	3584.554805
FDS43	OUT018	3195.009462
FDU28	OUT010	2726.411147
FDC51	OUT010	2300.768641
FDW16	OUT010	1601.490778
FDP32	OUT010	1724.981917
FDB60	OUT019	3028.020096
NCQ30	OUT046	1819.727567
FDD26	OUT049	2693.367692
FDI44	OUT045	942.5182261
DRH23	OUT046	201.2884409
FDO44	OUT046	1401.147925
FDG04	OUT046	2955.714709
FDM32	OUT027	1874.635665
FDM09	OUT013	2863.248221
FDZ47	OUT013	1775.604973
FDM40	OUT027	2078.031504
FDY48	OUT017	1599.69063
NCM30	OUT045	539.3571934
FDX36	OUT010	3064.132442
DRF03	OUT017	525.8630361
FDN51	OUT049	4064.005612
FDM57	OUT049	1110.418859
FDB35	OUT049	1300.852899
FDY13	OUT027	1621.855485
FDA37	OUT017	1928.589214
NCX53	OUT017	2258.345192
FDD59	OUT018	1323.738544
FDX10	OUT019	-85.1744819
FDC03	OUT018	3087.979256
FDW43	OUT035	3645.075793
FDW10	OUT046	2489.907557
FDY14	OUT027	4328.541374
FDV43	OUT045	544.3320395
FDO40	OUT013	2709.531258
FDP46	OUT027	1635.934448
NCE43	OUT019	2044.26918
FDD05	OUT035	1942.407704
FDJ60	OUT010	2589.368906
DRE27	OUT018	1189.758665
FDO11	OUT035	4012.325393
DRG11	OUT027	1850.970056
FDK33	OUT010	3648.814548
DRM23	OUT045	2237.612308
FDJ02	OUT027	2783.362021
NCZ05	OUT045	1561.096233
NCL30	OUT013	2262.300072
FDZ19	OUT018	2589.187627
FDM45	OUT049	1628.221569
FDO36	OUT046	2834.497812
NCK31	OUT045	857.2936668
DRJ37	OUT045	2306.341492
FDP24	OUT018	1767.911467
FDF46	OUT013	1915.176588
FDX46	OUT019	750.1740605
NCL18	OUT045	2457.546029
FDJ26	OUT013	3533.533125
FDJ07	OUT045	1917.840069
FDY15	OUT013	2261.03865
DRG01	OUT045	1147.941458
FDF58	OUT045	1149.3495
FDZ14	OUT019	1808.595224
FDP31	OUT049	430.5192594
FDH45	OUT013	795.4931477
FDA09	OUT010	2164.989426
FDW31	OUT035	3141.219812
FDA57	OUT046	530.1564588
NCE55	OUT035	2351.750694
FDC17	OUT019	3387.92913
FDC59	OUT013	1357.552978
FDA22	OUT013	2774.604315
FDK52	OUT035	3305.253787
NCM26	OUT046	2332.720185
NCT53	OUT035	2551.836793
FDW45	OUT018	2412.600092
NCI18	OUT035	3550.74069
FDE38	OUT018	2642.703452
FDF08	OUT019	1172.906464
FDY58	OUT010	3681.052491
FDF58	OUT019	1115.710629
FDX39	OUT017	3251.730267
FDB44	OUT049	3265.811693
FDF28	OUT013	2388.205747
FDE39	OUT013	2193.400847
FDT37	OUT018	4052.756617
FDZ45	OUT017	2928.057213
FDO40	OUT035	2358.245426
FDM57	OUT027	1620.244971
DRG36	OUT017	2380.937386
FDY36	OUT010	1442.632277
DRL60	OUT027	2783.016629
FDS25	OUT019	942.9987643
DRF49	OUT027	1977.325086
FDP16	OUT045	3820.770745
FDS60	OUT049	2710.037589
FDU15	OUT027	1094.343154
FDK43	OUT046	1930.846414
FDN25	OUT046	801.5581536
FDE53	OUT049	1564.458783
FDB22	OUT013	2466.912557
FDE39	OUT017	1837.311798
FDX35	OUT035	3435.732776
NCG54	OUT049	2340.712472
FDH27	OUT035	2185.123881
NCK42	OUT013	3821.709306
FDS25	OUT049	1219.43592
FDI10	OUT018	2699.722821
FDU35	OUT035	1390.715667
FDI04	OUT017	2980.464544
DRK23	OUT035	3772.494989
FDB53	OUT019	1449.495109
FDY02	OUT049	3821.979239
FDM60	OUT035	658.9477434
NCJ31	OUT010	2789.041702
DRP35	OUT017	1689.48125
NCQ30	OUT018	2060.284551
DRL11	OUT010	2517.358442
FDU01	OUT013	3404.779969
FDR39	OUT035	2594.549404
FDO08	OUT046	2493.674575
FDC02	OUT045	3929.741628
NCZ29	OUT035	1828.856101
FDF29	OUT010	2361.079013
FDZ23	OUT017	2814.420424
NCU53	OUT018	2660.380015
NCW30	OUT013	4498.686622
NCM26	OUT027	2844.449726
FDV50	OUT027	1919.335157
FDW15	OUT049	2157.78226
FDI35	OUT027	3203.87916
FDO11	OUT017	3953.238892
FDN48	OUT046	1225.831574
NCA17	OUT049	2167.018927
NCN54	OUT013	1644.996439
FDP22	OUT013	937.8816046
NCB54	OUT035	1913.445192
FDD08	OUT045	623.4500246
DRM48	OUT010	133.6967683
FDG41	OUT027	2004.985924
FDE44	OUT027	561.2156859
FDE26	OUT035	2021.607074
NCS38	OUT013	2285.137704
NCJ54	OUT018	3862.943063
FDI40	OUT019	865.6382176
FDN45	OUT018	3239.021544
FDU43	OUT046	3613.19676
FDI04	OUT010	3016.239755
NCC07	OUT018	1790.043594
NCC07	OUT019	1646.8909
NCD18	OUT045	3459.666318
FDU55	OUT035	4020.712421
FDX59	OUT035	488.8036054
FDR52	OUT049	2761.160729
NCP17	OUT013	1371.600814
FDQ32	OUT045	1949.2012
NCT17	OUT049	2792.202441
FDO10	OUT049	1019.630557
FDE32	OUT049	388.6437899
FDN44	OUT045	2542.679786
FDH02	OUT035	1538.502486
FDK60	OUT013	1721.716822
FDS24	OUT019	1154.523137
FDL03	OUT010	3348.477323
FDB46	OUT027	3522.214225
FDO48	OUT049	3465.718367
FDZ39	OUT049	1640.701635
FDT02	OUT027	1087.665546
FDC50	OUT013	1397.559228
FDP39	OUT035	660.7945442
DRG15	OUT018	885.7012706
FDP10	OUT018	1325.870868
FDF53	OUT027	3086.965055
FDN34	OUT045	2706.201944
FDK02	OUT045	1573.754406
FDC23	OUT045	2837.972341
FDJ10	OUT019	1480.809184
FDE53	OUT035	1711.117693
FDR25	OUT035	3772.385482
FDW50	OUT046	2317.909287
FDS09	OUT049	577.9193656
FDW49	OUT010	2556.289884
FDU51	OUT046	2494.064019
FDF28	OUT018	2142.221187
NCY30	OUT018	2942.146559
FDD44	OUT045	3961.801183
FDX09	OUT017	2607.115644
NCF30	OUT013	1923.994721
FDZ50	OUT019	2565.409791
FDW37	OUT013	1895.004622
FDD11	OUT049	3869.847116
DRH39	OUT018	1031.794481
FDA36	OUT049	2898.02715
NCG43	OUT049	1148.590881
FDF02	OUT035	1318.673487
FDP57	OUT027	1899.60747
NCE42	OUT017	3673.486673
NCR38	OUT027	3985.068759
FDP03	OUT019	1762.670383
FDO51	OUT035	723.8029503
NCQ42	OUT046	1882.677692
NCM41	OUT046	1325.649361
FDH48	OUT027	1602.99798
DRF60	OUT046	3524.034653
FDJ27	OUT035	1279.04183
FDQ14	OUT013	2603.136988
FDN27	OUT017	1955.912833
NCQ02	OUT046	2970.26516
FDJ33	OUT049	1689.420759
FDP07	OUT027	3202.260966
DRE01	OUT049	3078.66797
FDU36	OUT045	1547.27498
FDL28	OUT017	3490.111864
NCX53	OUT046	2186.643102
FDZ39	OUT013	2118.317862
NCP42	OUT013	3494.73836
FDJ14	OUT035	1288.969078
FDK04	OUT049	689.5440686
NCC19	OUT017	2742.092252
FDS09	OUT018	809.28495
FDZ02	OUT046	1540.879822
FDD35	OUT018	2049.272558
NCY42	OUT017	2313.381302
FDB05	OUT045	3676.150522
FDF20	OUT035	3052.905252
NCO41	OUT018	1705.717831
FDC40	OUT027	1575.01698
FDV58	OUT045	2712.842846
FDZ57	OUT045	2115.992152
DRM35	OUT046	2559.560407
DRN36	OUT018	1517.207983
FDQ13	OUT046	1332.683845
DRO35	OUT010	1939.19651
NCD43	OUT035	1790.064824
FDA51	OUT018	1420.722951
NCX17	OUT027	3674.505062
NCZ17	OUT049	316.0916166
FDR11	OUT027	2488.393935
FDW34	OUT049	3675.456095
FDN50	OUT017	1522.6262
FDS09	OUT046	582.0882142
FDS48	OUT018	2496.454497
FDL44	OUT049	2516.212652
DRF48	OUT018	2978.48751
FDA14	OUT018	2567.267797
NCD30	OUT049	1418.959713
FDI16	OUT017	412.4180217
NCG06	OUT035	4047.424031
DRZ24	OUT035	1688.333615
NCS17	OUT045	1300.628355
FDB37	OUT045	3897.194269
FDE10	OUT035	1881.528638
FDC57	OUT045	2990.753707
FDM12	OUT018	2962.783765
FDE24	OUT049	1822.005476
FDW22	OUT045	3550.59198
DRD01	OUT027	1185.197523
NCZ18	OUT027	3688.306511
FDN49	OUT045	345.0898205
FDR22	OUT035	1904.668108
FDV08	OUT019	880.198597
FDY39	OUT046	2838.166805
FDV36	OUT049	1876.208762
FDO60	OUT045	721.3513634
FDU04	OUT027	2419.437264
