,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4305,FDC32,18.35,0,0.09951272900000001,Fruits and Vegetables,94.4462,OUT018,2009,Medium,2,Supermarket Type2,1301.7600324853556
4306,FDO04,16.6,0,0.026532187999999998,Frozen Foods,53.5614,OUT035,2004,Small,1,Supermarket Type1,870.7928393145667
4307,NCZ54,14.65,0,0.08329002099999999,Household,160.4552,OUT013,1987,High,2,Supermarket Type1,2650.442385352155
4308,FDY40,15.5,1,0.0,Frozen Foods,47.7692,OUT045,2002,,1,Supermarket Type1,997.0340547571723
4309,FDW36,11.15,0,0.057048102,Baking Goods,107.4622,OUT045,2002,,1,Supermarket Type1,1609.200374373013
4310,FDE11,17.7,1,0.135860131,Starchy Foods,183.4924,OUT017,2007,,1,Supermarket Type1,2460.8972685847257
4311,DRE37,13.5,0,0.09441067300000001,Soft Drinks,189.0872,OUT045,2002,,1,Supermarket Type1,2713.0676033577947
4312,NCK19,9.8,0,0.09097735,Others,193.1478,OUT017,2007,,1,Supermarket Type1,2741.939694573837
4313,FDT19,7.59,1,0.145013434,Fruits and Vegetables,174.908,OUT035,2004,Small,1,Supermarket Type1,2339.2020317601273
4314,FDE56,17.25,1,0.159518279,Fruits and Vegetables,61.5194,OUT045,2002,,1,Supermarket Type1,517.8399796175036
4315,FDZ57,10.0,1,0.063209707,Snack Foods,126.6994,OUT010,1998,,2,Grocery Store,2175.2491154775526
4316,FDB35,12.3,1,0.064606757,Starchy Foods,93.0804,OUT035,2004,Small,1,Supermarket Type1,1405.7987748485539
4317,FDF09,6.215,0,0.020334777,Fruits and Vegetables,35.3848,OUT010,1998,,2,Grocery Store,869.7272968299003
4318,FDO34,17.7,0,0.029938936,Snack Foods,168.7816,OUT046,1997,Small,0,Supermarket Type1,2554.813551662759
4319,FDA55,17.2,1,0.056989027000000005,Fruits and Vegetables,225.3088,OUT046,1997,Small,0,Supermarket Type1,3395.299229751323
4320,NCM18,13.0,0,0.082826206,Household,60.8194,OUT035,2004,Small,1,Supermarket Type1,746.6073996569867
4321,FDJ20,12.39452824519226,1,0.175393386,Fruits and Vegetables,122.9388,OUT019,1985,Small,0,Grocery Store,1433.1193521097703
4322,DRQ35,12.860394607036962,0,0.074046871,Hard Drinks,125.8388,OUT019,1985,Small,0,Grocery Store,1838.4189168059456
4323,FDG02,7.855,0,0.011251793000000001,Canned,190.3188,OUT013,1987,High,2,Supermarket Type1,3438.637455843047
4324,NCU29,7.685,0,0.025581232000000002,Health and Hygiene,144.67600000000002,OUT018,2009,Medium,2,Supermarket Type2,2421.8201671722018
4325,FDL27,12.860394607036962,0,0.010579468,Meat,63.4826,OUT027,1985,Medium,2,Supermarket Type3,1482.0296861995448
4326,NCA54,16.5,0,0.036634667999999995,Household,179.0318,OUT035,2004,Small,1,Supermarket Type1,2778.9287555710725
4327,FDJ32,10.695,0,0.057781415,Fruits and Vegetables,62.5536,OUT035,2004,Small,1,Supermarket Type1,886.0093670392453
4328,FDB21,12.860394607036962,0,0.260040407,Fruits and Vegetables,241.9854,OUT019,1985,Small,0,Grocery Store,2840.5708653614092
4329,FDR46,16.85,0,0.139391292,Snack Foods,145.976,OUT035,2004,Small,1,Supermarket Type1,1819.6824102976934
4330,FDZ32,7.785,1,0.03813275,Fruits and Vegetables,105.4964,OUT046,1997,Small,0,Supermarket Type1,1629.9649095685963
4331,DRF36,16.1,0,0.023710661,Soft Drinks,189.4846,OUT017,2007,,1,Supermarket Type1,2964.696720709584
4332,NCU54,8.88,0,0.099180226,Household,209.827,OUT017,2007,,1,Supermarket Type1,2967.53689934465
4333,NCI31,20.0,0,0.081787178,Others,34.819,OUT017,2007,,1,Supermarket Type1,300.783890618266
4334,DRA59,8.27,1,0.127903741,Soft Drinks,183.9924,OUT035,2004,Small,1,Supermarket Type1,2553.301279964573
4335,NCC55,10.695,0,0.0,Household,37.4848,OUT045,2002,,1,Supermarket Type1,768.2814845249995
4336,FDE44,14.65,0,0.17208621300000002,Fruits and Vegetables,49.4692,OUT018,2009,Medium,2,Supermarket Type2,294.83979582201573
4337,NCN26,10.85,0,0.028796724,Household,115.4808,OUT018,2009,Medium,2,Supermarket Type2,1948.1581543727843
4338,FDC11,20.5,0,0.14201329099999999,Starchy Foods,88.2172,OUT049,1999,Medium,0,Supermarket Type1,789.6350002598447
4339,FDV24,5.635,0,0.0,Baking Goods,149.405,OUT035,2004,Small,1,Supermarket Type1,2495.8805548587115
4340,FDR40,12.39452824519226,1,0.014067173999999998,Frozen Foods,80.0618,OUT019,1985,Small,0,Grocery Store,1463.960834121437
4341,NCQ17,10.3,0,0.117114354,Health and Hygiene,157.763,OUT049,1999,Medium,0,Supermarket Type1,1997.242955344911
4342,FDC46,17.7,0,0.116778835,Snack Foods,185.0266,OUT045,2002,,1,Supermarket Type1,2545.6844718094762
4343,NCM18,13.0,0,0.08284187,Household,63.0194,OUT046,1997,Small,0,Supermarket Type1,689.2578690872542
4344,FDK16,9.065,0,0.11532978699999999,Frozen Foods,97.1094,OUT046,1997,Small,0,Supermarket Type1,1086.000056399138
4345,FDI28,14.3,0,0.026470587,Frozen Foods,80.8302,OUT017,2007,,1,Supermarket Type1,1265.8759101291726
4346,FDS11,7.05,1,0.05578483099999999,Breads,224.5088,OUT018,2009,Medium,2,Supermarket Type2,3611.4178023964196
4347,DRD13,15.0,0,0.049079463,Soft Drinks,65.2168,OUT046,1997,Small,0,Supermarket Type1,865.9107410769684
4348,FDL36,15.1,0,0.0760611,Baking Goods,88.78299999999999,OUT035,2004,Small,1,Supermarket Type1,1207.097009580175
4349,FDI27,8.71,1,0.045948045,Dairy,47.2744,OUT013,1987,High,2,Supermarket Type1,1139.3647083005308
4350,FDJ53,12.860394607036962,0,0.124763406,Frozen Foods,119.0098,OUT019,1985,Small,0,Grocery Store,1512.8329435964733
4351,FDS44,12.65,1,0.0,Fruits and Vegetables,240.7538,OUT045,2002,,1,Supermarket Type1,4003.9220805087753
4352,FDE28,9.5,1,0.132546993,Frozen Foods,230.3668,OUT046,1997,Small,0,Supermarket Type1,3160.866937175251
4353,FDQ33,13.35,0,0.091578701,Snack Foods,151.5708,OUT018,2009,Medium,2,Supermarket Type2,2233.5294618925764
4354,FDB37,20.25,1,0.023070588,Baking Goods,238.6538,OUT017,2007,,1,Supermarket Type1,3802.224518748997
4355,FDQ31,5.785,1,0.053956419000000005,Fruits and Vegetables,86.0856,OUT045,2002,,1,Supermarket Type1,1376.9441018484067
4356,NCQ05,11.395,0,0.021606087000000003,Health and Hygiene,150.0708,OUT046,1997,Small,0,Supermarket Type1,2311.0334216688316
4357,FDE10,6.67,1,0.08987326699999999,Snack Foods,130.4626,OUT013,1987,High,2,Supermarket Type1,2246.9731303827975
4358,FDF38,11.8,1,0.026507096,Canned,39.8138,OUT017,2007,,1,Supermarket Type1,709.5003735515384
4359,FDE50,12.39452824519226,1,0.028373995,Canned,187.0556,OUT019,1985,Small,0,Grocery Store,3066.335980741249
4360,DRG37,16.2,0,0.032435523,Soft Drinks,154.9972,OUT010,1998,,2,Grocery Store,2660.1559744447986
4361,NCH06,12.3,0,0.076673407,Household,248.34599999999998,OUT049,1999,Medium,0,Supermarket Type1,3577.593525117496
4362,FDY14,10.3,0,0.070182238,Dairy,264.6226,OUT045,2002,,1,Supermarket Type1,3998.4863901532444
4363,FDO27,6.175,1,0.180090411,Meat,95.2752,OUT017,2007,,1,Supermarket Type1,917.904432599993
4364,FDQ19,7.35,1,0.014387462,Fruits and Vegetables,241.4512,OUT049,1999,Medium,0,Supermarket Type1,3825.8902741026322
4365,FDZ26,12.39452824519226,1,0.252155886,Dairy,237.6222,OUT019,1985,Small,0,Grocery Store,2884.9659173050386
4366,FDN51,17.85,1,0.020929396,Meat,260.5936,OUT013,1987,High,2,Supermarket Type1,4549.42935115366
4367,FDK20,12.6,1,0.0,Fruits and Vegetables,121.9072,OUT035,2004,Small,1,Supermarket Type1,2133.099070577842
4368,FDD40,20.25,1,0.014853618999999998,Dairy,192.8162,OUT018,2009,Medium,2,Supermarket Type2,3272.000307786111
4369,DRI25,19.6,0,0.034039542,Soft Drinks,57.0614,OUT018,2009,Medium,2,Supermarket Type2,1001.2161522243223
4370,FDH56,9.8,1,0.064178182,Fruits and Vegetables,115.7492,OUT017,2007,,1,Supermarket Type1,1731.2733761208037
4371,FDI36,12.39452824519226,1,0.062041531,Baking Goods,196.8426,OUT027,1985,Medium,2,Supermarket Type3,3411.9770209553535
4372,DRH11,5.98,0,0.07586575599999999,Hard Drinks,56.6614,OUT018,2009,Medium,2,Supermarket Type2,838.319194875392
4373,NCV18,6.775,0,0.10584117900000001,Household,83.325,OUT017,2007,,1,Supermarket Type1,974.7717776460777
4374,DRI01,7.97,0,0.034506514,Soft Drinks,172.6422,OUT049,1999,Medium,0,Supermarket Type1,2590.1318969707027
4375,DRE48,8.43,0,0.017352667,Soft Drinks,198.7768,OUT049,1999,Medium,0,Supermarket Type1,3070.024266174085
4376,FDS51,13.35,0,0.032174409,Meat,60.4194,OUT035,2004,Small,1,Supermarket Type1,958.8456890879534
4377,FDM38,5.885,1,0.093296061,Canned,50.5982,OUT017,2007,,1,Supermarket Type1,598.8926882356136
4378,FDB60,12.860394607036962,0,0.02838397,Baking Goods,193.3136,OUT027,1985,Medium,2,Supermarket Type3,3424.5021146527833
4379,FDY58,11.65,0,0.039911033,Snack Foods,228.9694,OUT035,2004,Small,1,Supermarket Type1,3550.151648286228
4380,FDY22,16.5,1,0.16004458900000001,Snack Foods,143.4128,OUT045,2002,,1,Supermarket Type1,1790.7250359359787
4381,FDF11,12.39452824519226,1,0.0,Starchy Foods,238.3538,OUT027,1985,Medium,2,Supermarket Type3,4326.017806676431
4382,FDZ51,11.3,1,0.054542505,Meat,97.2094,OUT035,2004,Small,1,Supermarket Type1,1515.3341253036342
4383,FDQ45,9.5,1,0.010978803999999998,Snack Foods,182.1608,OUT017,2007,,1,Supermarket Type1,2994.9213892101725
4384,FDF17,5.19,0,0.042612828,Frozen Foods,196.41099999999997,OUT035,2004,Small,1,Supermarket Type1,3043.5242360041557
4385,NCF31,12.860394607036962,0,0.051596351,Household,152.1024,OUT027,1985,Medium,2,Supermarket Type3,2683.0744822421802
4386,FDA37,7.81,1,0.055180797000000004,Canned,125.2046,OUT013,1987,High,2,Supermarket Type1,2313.212540439261
4387,FDO51,6.785,1,0.0,Meat,43.4112,OUT046,1997,Small,0,Supermarket Type1,830.9624468883812
4388,FDF34,9.3,1,0.014007727,Snack Foods,198.1084,OUT013,1987,High,2,Supermarket Type1,3622.6426243705137
4389,FDD57,18.1,0,0.022490839,Fruits and Vegetables,96.0094,OUT018,2009,Medium,2,Supermarket Type2,1659.66081287598
4390,FDO37,8.06,0,0.021376678,Breakfast,229.3326,OUT046,1997,Small,0,Supermarket Type1,3550.853059317149
4391,FDR49,8.71,0,0.139444875,Canned,49.8376,OUT049,1999,Medium,0,Supermarket Type1,224.73965271827547
4392,FDS39,6.895,0,0.022495495,Meat,142.0812,OUT049,1999,Medium,0,Supermarket Type1,2168.628581959976
4393,FDI48,12.39452824519226,1,0.05544858,Baking Goods,52.3666,OUT027,1985,Medium,2,Supermarket Type3,1193.2130241373197
4394,DRM35,9.695,0,0.07055407799999999,Hard Drinks,178.9344,OUT049,1999,Medium,0,Supermarket Type1,2529.0201530097947
4395,FDV57,15.25,1,0.065884096,Snack Foods,181.56599999999997,OUT035,2004,Small,1,Supermarket Type1,2771.391487210094
4396,FDZ55,6.055,0,0.025387557999999998,Fruits and Vegetables,161.592,OUT013,1987,High,2,Supermarket Type1,2933.8625699289223
4397,FDI28,14.3,0,0.026316724,Frozen Foods,78.1302,OUT035,2004,Small,1,Supermarket Type1,1257.9775184580285
4398,FDS21,19.85,1,0.020918489,Snack Foods,63.3194,OUT045,2002,,1,Supermarket Type1,1140.6942951207493
4399,FDT34,9.3,0,0.0,Snack Foods,106.3964,OUT013,1987,High,2,Supermarket Type1,2179.3459314103748
4400,DRI25,19.6,0,0.033895032,Soft Drinks,54.7614,OUT035,2004,Small,1,Supermarket Type1,852.2740916535731
4401,FDT47,5.26,1,0.041022765,Breads,95.2068,OUT010,1998,,2,Grocery Store,1789.790038286461
4402,DRH39,20.7,0,0.092878183,Dairy,75.167,OUT045,2002,,1,Supermarket Type1,934.8905720111397
4403,NCD54,21.1,0,0.029067775,Household,144.7786,OUT045,2002,,1,Supermarket Type1,2292.963687184947
4404,FDU16,12.39452824519226,1,0.057992904000000005,Frozen Foods,84.8908,OUT027,1985,Medium,2,Supermarket Type3,1688.1121813237696
4405,NCW29,14.0,0,0.028921492000000004,Health and Hygiene,129.631,OUT045,2002,,1,Supermarket Type1,2070.613489638614
4406,FDV25,12.860394607036962,0,0.04543117,Canned,221.1456,OUT027,1985,Medium,2,Supermarket Type3,3783.6866010088597
4407,FDM56,16.7,0,0.07017831599999999,Fruits and Vegetables,109.6912,OUT035,2004,Small,1,Supermarket Type1,1554.915405793021
4408,FDZ04,12.860394607036962,0,0.037771295,Frozen Foods,64.95100000000001,OUT027,1985,Medium,2,Supermarket Type3,1387.2580780846984
4409,FDG59,12.860394607036962,0,0.075698157,Starchy Foods,37.2164,OUT019,1985,Small,0,Grocery Store,452.7821219966536
4410,FDI56,7.325,0,0.093574769,Fruits and Vegetables,90.3146,OUT045,2002,,1,Supermarket Type1,1191.2928152902132
4411,FDS33,6.67,1,0.123405255,Snack Foods,88.4514,OUT035,2004,Small,1,Supermarket Type1,1089.4941815109632
4412,FDC23,18.0,0,0.017934042,Starchy Foods,175.7686,OUT049,1999,Medium,0,Supermarket Type1,2692.595682650761
4413,FDT11,5.94,1,0.029418033,Breads,185.8556,OUT049,1999,Medium,0,Supermarket Type1,2898.6151310859204
4414,FDG17,6.865,1,0.035912897,Frozen Foods,244.8486,OUT045,2002,,1,Supermarket Type1,3922.575861167563
4415,FDZ44,8.185,0,0.038807601000000004,Fruits and Vegetables,117.7808,OUT045,2002,,1,Supermarket Type1,1853.8740268035108
4416,FDJ52,7.145,0,0.017772061999999998,Frozen Foods,160.9578,OUT013,1987,High,2,Supermarket Type1,2954.9973994412358
4417,DRI23,18.85,0,0.13719695099999998,Hard Drinks,159.4578,OUT046,1997,Small,0,Supermarket Type1,1943.8180264247276
4418,DRE15,13.35,0,0.029769107000000003,Dairy,77.6012,OUT010,1998,,2,Grocery Store,1472.8888280685824
4419,NCF07,9.0,0,0.031995886,Household,101.6016,OUT013,1987,High,2,Supermarket Type1,1966.9070791952945
4420,NCR29,7.565,0,0.054725828,Health and Hygiene,56.293,OUT049,1999,Medium,0,Supermarket Type1,693.6219594155191
4421,FDE44,12.860394607036962,0,0.300078353,Fruits and Vegetables,48.1692,OUT019,1985,Small,0,Grocery Store,-347.3564085001126
4422,FDT23,7.72,1,0.074717347,Breads,79.6986,OUT035,2004,Small,1,Supermarket Type1,1162.0672957015195
4423,NCG06,16.35,0,0.029611916000000002,Household,259.0646,OUT017,2007,,1,Supermarket Type1,4021.023110537939
4424,NCU41,18.85,0,0.087129095,Health and Hygiene,191.7846,OUT010,1998,,2,Grocery Store,2991.0927986692877
4425,FDH46,6.935,1,0.041515796,Snack Foods,102.8332,OUT017,2007,,1,Supermarket Type1,1633.487811312887
4426,FDV31,9.8,0,0.106628515,Fruits and Vegetables,177.737,OUT013,1987,High,2,Supermarket Type1,2826.9400011306243
4427,NCT41,12.860394607036962,0,0.0,Health and Hygiene,153.7024,OUT027,1985,Medium,2,Supermarket Type3,2931.130393791107
4428,FDE22,12.860394607036962,0,0.029429602000000003,Snack Foods,160.392,OUT027,1985,Medium,2,Supermarket Type3,2907.8939748491975
4429,FDC26,10.195,0,0.12663940199999998,Canned,109.5886,OUT045,2002,,1,Supermarket Type1,1342.9736663318254
4430,DRF51,15.75,0,0.166776273,Dairy,36.5506,OUT017,2007,,1,Supermarket Type1,-32.320537512954616
4431,NCY53,12.860394607036962,0,0.10239327699999999,Health and Hygiene,113.1544,OUT019,1985,Small,0,Grocery Store,1518.5109295645525
4432,FDY21,15.1,0,0.174462585,Snack Foods,197.71099999999998,OUT017,2007,,1,Supermarket Type1,2442.3917292639308
4433,FDL27,6.17,0,0.010622102,Meat,64.5826,OUT013,1987,High,2,Supermarket Type1,1488.5708311547933
4434,FDZ34,6.695,0,0.07599649,Starchy Foods,194.18200000000002,OUT049,1999,Medium,0,Supermarket Type1,2747.9900744948936
4435,NCF43,8.51,0,0.0869468,Household,144.347,OUT010,1998,,2,Grocery Store,2272.4023196056078
4436,FDC21,14.6,1,0.042950697,Fruits and Vegetables,108.4254,OUT035,2004,Small,1,Supermarket Type1,1734.0614899592656
4437,FDL26,18.0,0,0.073131911,Canned,156.0972,OUT013,1987,High,2,Supermarket Type1,2620.630802270898
4438,FDT25,7.5,0,0.08494673,Canned,120.5072,OUT010,1998,,2,Grocery Store,1912.029466761218
4439,NCR30,20.6,0,0.0,Household,74.9696,OUT046,1997,Small,0,Supermarket Type1,1219.9303713284498
4440,DRL23,12.860394607036962,0,0.026795874,Hard Drinks,105.8938,OUT019,1985,Small,0,Grocery Store,1732.5540435329276
4441,NCR05,10.1,0,0.054715770999999996,Health and Hygiene,197.8084,OUT049,1999,Medium,0,Supermarket Type1,2890.383885703952
4442,NCE19,8.97,0,0.093393523,Household,54.0956,OUT018,2009,Medium,2,Supermarket Type2,717.2762795278904
4443,FDY07,11.8,0,0.0,Fruits and Vegetables,44.1402,OUT035,2004,Small,1,Supermarket Type1,847.5488332114692
4444,FDB10,10.0,0,0.0,Snack Foods,235.55900000000003,OUT017,2007,,1,Supermarket Type1,3794.7792054587444
4445,FDP57,17.5,0,0.052400475,Snack Foods,105.09899999999999,OUT013,1987,High,2,Supermarket Type1,1917.9281172137016
4446,FDU48,12.860394607036962,0,0.09692550400000001,Baking Goods,131.3284,OUT019,1985,Small,0,Grocery Store,1824.8516033411797
4447,FDH48,13.5,0,0.060468922,Baking Goods,85.25399999999999,OUT035,2004,Small,1,Supermarket Type1,1222.4919057772386
4448,FDO33,14.75,0,0.089305571,Snack Foods,115.5518,OUT035,2004,Small,1,Supermarket Type1,1566.8143642733994
4449,NCU29,7.685,0,0.025529117,Health and Hygiene,147.876,OUT045,2002,,1,Supermarket Type1,2380.318495835734
4450,FDW35,10.6,0,0.011089223999999998,Breads,41.8454,OUT046,1997,Small,0,Supermarket Type1,674.523086875728
4451,FDH05,14.35,1,0.152170799,Frozen Foods,231.9984,OUT010,1998,,2,Grocery Store,3420.6217382227587
4452,FDP26,7.785,0,0.0,Dairy,104.4306,OUT049,1999,Medium,0,Supermarket Type1,1678.7005019601602
4453,DRG27,8.895,0,0.10509081699999999,Dairy,41.5138,OUT035,2004,Small,1,Supermarket Type1,357.31833613192066
4454,FDQ33,13.35,0,0.091207161,Snack Foods,151.8708,OUT046,1997,Small,0,Supermarket Type1,2034.5094675695582
4455,FDH20,16.1,1,0.041759701,Fruits and Vegetables,98.041,OUT010,1998,,2,Grocery Store,1811.399519155817
4456,FDV14,19.85,0,0.044497478,Dairy,89.7856,OUT046,1997,Small,0,Supermarket Type1,1259.2594478954707
4457,DRD01,12.1,1,0.061175535,Soft Drinks,54.8614,OUT046,1997,Small,0,Supermarket Type1,735.0085690309097
4458,NCI17,8.645,0,0.0,Health and Hygiene,96.441,OUT049,1999,Medium,0,Supermarket Type1,1552.8944555675625
4459,FDF39,14.85,1,0.032657896,Dairy,263.191,OUT010,1998,,2,Grocery Store,4421.849634321137
4460,FDX37,16.2,0,0.063029339,Canned,100.47,OUT046,1997,Small,0,Supermarket Type1,1351.7912941896684
4461,NCX17,21.25,0,0.113581951,Health and Hygiene,234.93,OUT035,2004,Small,1,Supermarket Type1,3307.1382149658384
4462,FDN03,9.8,1,0.015077408,Meat,250.9408,OUT013,1987,High,2,Supermarket Type1,4438.918227241098
4463,NCS41,12.85,0,0.08945432199999999,Health and Hygiene,183.2608,OUT010,1998,,2,Grocery Store,2859.126550847861
4464,FDH34,8.63,0,0.031158308,Snack Foods,184.2582,OUT045,2002,,1,Supermarket Type1,2920.2032855251637
4465,NCX53,20.1,0,0.014998688,Health and Hygiene,142.6154,OUT018,2009,Medium,2,Supermarket Type2,2413.449900309268
4466,FDY31,5.98,0,0.043562851,Fruits and Vegetables,147.9418,OUT046,1997,Small,0,Supermarket Type1,2192.583632485592
4467,FDD20,14.15,0,0.020831693000000002,Fruits and Vegetables,126.4046,OUT017,2007,,1,Supermarket Type1,1999.428536355059
4468,FDE51,5.925,1,0.096662969,Dairy,45.3086,OUT045,2002,,1,Supermarket Type1,557.703571062335
4469,FDV27,7.97,1,0.03999003,Meat,86.8514,OUT046,1997,Small,0,Supermarket Type1,1331.5851678483632
4470,FDF16,7.3,0,0.086116086,Frozen Foods,148.4076,OUT035,2004,Small,1,Supermarket Type1,2104.9279400110536
4471,FDZ02,6.905,1,0.038206735,Dairy,96.1726,OUT049,1999,Medium,0,Supermarket Type1,1463.8926637396544
4472,NCK05,20.1,0,0.077611332,Health and Hygiene,63.0536,OUT045,2002,,1,Supermarket Type1,813.5712502472888
4473,FDM12,12.39452824519226,1,0.069578418,Baking Goods,190.2214,OUT027,1985,Medium,2,Supermarket Type3,3276.38715745481
4474,NCA05,20.75,0,0.025233002999999997,Health and Hygiene,150.1734,OUT018,2009,Medium,2,Supermarket Type2,2485.5894914756464
4475,FDX33,9.195,1,0.117723097,Snack Foods,159.5578,OUT045,2002,,1,Supermarket Type1,2237.9058684540614
4476,FDM25,10.695,1,0.0,Breakfast,176.1712,OUT049,1999,Medium,0,Supermarket Type1,2866.7574814284344
4477,FDE41,9.195,1,0.064274939,Frozen Foods,85.8566,OUT018,2009,Medium,2,Supermarket Type2,1414.1861588274805
4478,FDW14,8.3,1,0.038289031,Dairy,88.4198,OUT045,2002,,1,Supermarket Type1,1476.5425595317174
4479,NCD30,19.7,0,0.026849262999999998,Household,95.8726,OUT046,1997,Small,0,Supermarket Type1,1430.5411678389646
4480,FDB23,19.2,1,0.009354173,Starchy Foods,226.0062,OUT010,1998,,2,Grocery Store,3936.50617794368
4481,FDF45,18.2,1,0.012204712,Fruits and Vegetables,60.1904,OUT046,1997,Small,0,Supermarket Type1,1018.857758735172
4482,FDW20,20.75,0,0.024286027999999998,Fruits and Vegetables,124.87299999999999,OUT017,2007,,1,Supermarket Type1,1948.920283804986
4483,FDF47,20.85,0,0.097816206,Starchy Foods,222.7746,OUT045,2002,,1,Supermarket Type1,3209.2567715809782
4484,NCR05,12.860394607036962,0,0.09565153900000001,Health and Hygiene,200.4084,OUT019,1985,Small,0,Grocery Store,2904.880281582471
4485,DRB01,7.39,0,0.082239384,Soft Drinks,187.753,OUT046,1997,Small,0,Supermarket Type1,2642.03924110359
4486,FDE36,5.26,1,0.041737624,Baking Goods,164.4868,OUT013,1987,High,2,Supermarket Type1,2986.9180049015667
4487,FDU56,16.85,0,0.044483108,Fruits and Vegetables,184.2266,OUT049,1999,Medium,0,Supermarket Type1,2711.3715548960354
4488,FDB23,19.2,1,0.00559729,Starchy Foods,224.8062,OUT049,1999,Medium,0,Supermarket Type1,3583.9169257127505
4489,FDN48,13.35,0,0.065051711,Baking Goods,91.1804,OUT049,1999,Medium,0,Supermarket Type1,1181.3290356359757
4490,FDS43,11.65,0,0.040481172999999995,Fruits and Vegetables,188.024,OUT013,1987,High,2,Supermarket Type1,3269.7647919334922
4491,NCN05,8.235,0,0.014447638999999998,Health and Hygiene,183.895,OUT013,1987,High,2,Supermarket Type1,3324.2181304754013
4492,NCL53,7.5,0,0.036291254,Health and Hygiene,176.2028,OUT049,1999,Medium,0,Supermarket Type1,2638.6327541415194
4493,FDL56,14.1,0,0.12578060800000002,Fruits and Vegetables,86.9198,OUT046,1997,Small,0,Supermarket Type1,873.3422052973801
4494,FDH17,16.2,1,0.016721179,Frozen Foods,96.1726,OUT018,2009,Medium,2,Supermarket Type2,1767.8671180645615
4495,FDP37,15.6,0,0.14310595199999998,Breakfast,126.7994,OUT046,1997,Small,0,Supermarket Type1,1416.0513733013504
4496,FDG09,12.39452824519226,1,0.083930246,Fruits and Vegetables,188.9556,OUT019,1985,Small,0,Grocery Store,2855.5938509847765
4497,FDA55,17.2,1,0.057104603,Fruits and Vegetables,223.1088,OUT045,2002,,1,Supermarket Type1,3474.3703038796957
4498,FDX31,20.35,1,0.014848655,Fruits and Vegetables,234.3958,OUT049,1999,Medium,0,Supermarket Type1,3691.0192904082724
4499,FDJ41,6.85,0,0.022929687999999997,Frozen Foods,261.4594,OUT045,2002,,1,Supermarket Type1,4159.80280726578
4500,DRC24,17.85,0,0.024871616000000003,Soft Drinks,155.7998,OUT045,2002,,1,Supermarket Type1,2488.327546327
4501,FDQ21,21.25,0,0.01941956,Snack Foods,122.5756,OUT035,2004,Small,1,Supermarket Type1,1966.7778479960944
4502,NCT54,8.695,0,0.119778027,Household,93.9094,OUT045,2002,,1,Supermarket Type1,1131.4348323330996
4503,FDH08,7.51,0,0.017456177,Fruits and Vegetables,230.101,OUT049,1999,Medium,0,Supermarket Type1,3558.4519839257555
4504,FDY38,13.6,1,0.119661905,Dairy,233.63,OUT018,2009,Medium,2,Supermarket Type2,3465.3546367223753
4505,DRM11,6.57,0,0.110586928,Hard Drinks,261.0278,OUT010,1998,,2,Grocery Store,3988.538638173526
4506,FDG32,19.85,0,0.17626915199999998,Fruits and Vegetables,221.6772,OUT049,1999,Medium,0,Supermarket Type1,2718.5553529960816
4507,NCH18,9.3,0,0.04466123,Household,245.2802,OUT046,1997,Small,0,Supermarket Type1,3695.994651903704
4508,FDI20,19.1,0,0.038556467999999997,Fruits and Vegetables,211.2586,OUT035,2004,Small,1,Supermarket Type1,3267.2682150097316
4509,FDA33,6.48,0,0.034037991000000004,Snack Foods,147.2076,OUT018,2009,Medium,2,Supermarket Type2,2426.7647506292815
4510,FDN45,19.35,0,0.11800448699999999,Snack Foods,223.3088,OUT013,1987,High,2,Supermarket Type1,3469.5984874881833
4511,FDT45,15.85,0,0.095930954,Snack Foods,56.0956,OUT010,1998,,2,Grocery Store,847.7591952016955
4512,FDR32,6.78,1,0.085791732,Fruits and Vegetables,228.9694,OUT035,2004,Small,1,Supermarket Type1,3437.7021094180236
4513,FDA48,12.1,0,0.115523835,Baking Goods,220.8114,OUT017,2007,,1,Supermarket Type1,3061.9757891139197
4514,FDN23,6.575,1,0.07593486099999999,Breads,144.8444,OUT017,2007,,1,Supermarket Type1,2138.727926396685
4515,NCR18,15.85,0,0.020483751,Household,43.2112,OUT035,2004,Small,1,Supermarket Type1,737.2942874238943
4516,FDD45,8.615,0,0.116248965,Fruits and Vegetables,94.1436,OUT046,1997,Small,0,Supermarket Type1,1036.6929492268246
4517,FDI22,12.6,0,0.096604361,Snack Foods,207.0612,OUT018,2009,Medium,2,Supermarket Type2,3076.2629431031455
4518,FDT09,15.15,1,0.0,Snack Foods,132.9284,OUT013,1987,High,2,Supermarket Type1,2658.9655632620743
4519,DRC24,12.860394607036962,0,0.02470108,Soft Drinks,154.0998,OUT027,1985,Medium,2,Supermarket Type3,2830.4728710543386
4520,FDT39,6.26,1,0.009867915,Meat,149.1366,OUT046,1997,Small,0,Supermarket Type1,2433.7416653058754
4521,FDX28,6.325,0,0.125431986,Frozen Foods,98.4042,OUT045,2002,,1,Supermarket Type1,1181.1122225781692
4522,FDA50,16.25,0,0.08753025199999999,Dairy,95.141,OUT018,2009,Medium,2,Supermarket Type2,1368.131583281709
4523,FDT33,12.39452824519226,1,0.033826055,Snack Foods,168.4158,OUT027,1985,Medium,2,Supermarket Type3,3091.846464013237
